Matchname,Half,Time,EventName,Player1Name,Player1ClubName,Player2Name,Player2Clubname,XPosOrigin,YPosOrigin,XPosDest,YPosDest,Rotation
Arsenal v Manchester City,First Half,0.000,Start Of Half,Danny WELBECK,Arsenal,,,0.35,0.27,-0.49,-1.81,180
Arsenal v Manchester City,First Half,0.400,Pass,Aaron RAMSEY,Arsenal,,,-0.49,-1.81,10.61,0.95,180
Arsenal v Manchester City,First Half,1.500,Touch,Jack WILSHERE,Arsenal,,,10.61,0.95,9.67,1.36,180
Arsenal v Manchester City,First Half,2.300,Pass,Jack WILSHERE,Arsenal,,,9.67,1.36,-10.54,-20.19,180
Arsenal v Manchester City,First Half,3.600,Touch,Alexis SANCHEZ,Arsenal,,,-10.54,-20.19,-21.47,-19.79,180
Arsenal v Manchester City,First Half,4.600,Clearance,Gael CLICHY,Manchester City,,,-21.47,-19.79,4.91,-1.18,0
Arsenal v Manchester City,First Half,7.500,Touch,Jack WILSHERE,Arsenal,,,4.91,-1.18,4.07,-4.38,180
Arsenal v Manchester City,First Half,8.800,Touch,Jack WILSHERE,Arsenal,,,4.07,-4.38,2.91,-10.61,180
Arsenal v Manchester City,First Half,9.900,Touch,Jack WILSHERE,Arsenal,,,2.91,-10.61,2.88,-16.14,180
Arsenal v Manchester City,First Half,10.800,Pass,Jack WILSHERE,Arsenal,,,2.88,-16.14,9.25,-20.40,180
Arsenal v Manchester City,First Half,12.100,Touch,Mathieu DEBUCHY,Arsenal,,,9.25,-20.40,6.68,-16.27,180
Arsenal v Manchester City,First Half,13.300,Pass,Mathieu DEBUCHY,Arsenal,,,6.68,-16.27,10.71,-6.73,180
Arsenal v Manchester City,First Half,14.300,Touch,Mathieu FLAMINI,Arsenal,,,10.71,-6.73,11.22,-2.24,180
Arsenal v Manchester City,First Half,15.400,Pass,Mathieu FLAMINI,Arsenal,,,11.22,-2.24,17.36,13.60,180
Arsenal v Manchester City,First Half,17.100,Pass,Laurent KOSCIELNY,Arsenal,,,17.36,13.60,1.83,32.40,180
Arsenal v Manchester City,First Half,18.600,Pass,Nacho MONREAL,Arsenal,,,1.83,32.40,-15.96,7.00,180
Arsenal v Manchester City,First Half,21.000,Header,Danny WELBECK,Arsenal,,,-15.96,7.00,-23.31,-6.54,180
Arsenal v Manchester City,First Half,22.500,Header,Gael CLICHY,Manchester City,,,-23.31,-6.54,-43.39,6.93,0
Arsenal v Manchester City,First Half,25.000,Goalkeeper Pick Up,Joe HART,Manchester City,,,-43.39,6.93,-40.17,-1.29,0
Arsenal v Manchester City,First Half,28.400,Goalkeeper Throw,Joe HART,Manchester City,,,-40.17,-1.29,-18.62,-33.20,0
Arsenal v Manchester City,First Half,30.700,Touch,Gael CLICHY,Manchester City,,,-18.62,-33.20,-17.12,-33.01,0
Arsenal v Manchester City,First Half,32.000,Pass,Gael CLICHY,Manchester City,,,-17.12,-33.01,-10.98,-24.04,0
Arsenal v Manchester City,First Half,32.900,Pass,Frank LAMPARD,Manchester City,,,-10.98,-24.04,-18.75,-28.24,0
Arsenal v Manchester City,First Half,34.200,Tackle,Gael CLICHY,Manchester City,Aaron RAMSEY,Arsenal,-18.75,-28.24,-19.86,-27.08,0
Arsenal v Manchester City,First Half,34.600,Touch,Aaron RAMSEY,Arsenal,,,-19.86,-27.08,-21.00,-35.00,180
Arsenal v Manchester City,First Half,37.100,Ball Out Of Play,,,,,-21.00,-35.00,-16.92,-35.00,
Arsenal v Manchester City,First Half,48.000,Throw In,Gael CLICHY,Manchester City,,,-16.92,-35.00,-2.61,-25.42,0
Arsenal v Manchester City,First Half,49.200,Pass,Sergio AGUERO,Manchester City,,,-2.61,-25.42,-10.00,-35.00,0
Arsenal v Manchester City,First Half,51.500,Ball Out Of Play,,,,,-10.00,-35.00,-11.61,-35.00,
Arsenal v Manchester City,First Half,61.000,Throw In,Mathieu DEBUCHY,Arsenal,,,-11.61,-35.00,-9.15,-26.57,180
Arsenal v Manchester City,First Half,62.000,Touch,Aaron RAMSEY,Arsenal,,,-9.15,-26.57,-3.96,-30.05,180
Arsenal v Manchester City,First Half,63.200,Pass,Aaron RAMSEY,Arsenal,,,-3.96,-30.05,13.15,-31.28,180
Arsenal v Manchester City,First Half,64.500,Touch,Per MERTESACKER,Arsenal,,,13.15,-31.28,13.80,-30.77,180
Arsenal v Manchester City,First Half,65.300,Touch,Per MERTESACKER,Arsenal,,,13.80,-30.77,13.05,-28.65,180
Arsenal v Manchester City,First Half,66.300,Touch,Per MERTESACKER,Arsenal,,,13.05,-28.65,11.71,-26.94,180
Arsenal v Manchester City,First Half,67.000,Touch,Per MERTESACKER,Arsenal,,,11.71,-26.94,10.79,-26.04,180
Arsenal v Manchester City,First Half,67.600,Pass,Per MERTESACKER,Arsenal,,,10.79,-26.04,8.71,-27.54,180
Arsenal v Manchester City,First Half,68.200,Touch,Aaron RAMSEY,Arsenal,,,8.71,-27.54,9.67,-24.95,180
Arsenal v Manchester City,First Half,68.900,Touch,Aaron RAMSEY,Arsenal,,,9.67,-24.95,9.83,-23.12,180
Arsenal v Manchester City,First Half,70.300,Pass,Aaron RAMSEY,Arsenal,,,9.83,-23.12,14.92,24.35,180
Arsenal v Manchester City,First Half,74.300,Touch,Nacho MONREAL,Arsenal,,,14.92,24.35,24.97,20.80,180
Arsenal v Manchester City,First Half,75.900,Pass,Nacho MONREAL,Arsenal,,,24.97,20.80,46.80,2.76,180
Arsenal v Manchester City,First Half,78.600,Pass,Wojciech SZCZESNY,Arsenal,,,46.80,2.76,38.13,-18.74,180
Arsenal v Manchester City,First Half,81.100,Pass,Per MERTESACKER,Arsenal,,,38.13,-18.74,48.89,-8.25,180
Arsenal v Manchester City,First Half,82.800,Touch,Wojciech SZCZESNY,Arsenal,,,48.89,-8.25,48.17,-8.87,180
Arsenal v Manchester City,First Half,83.700,Pass,Wojciech SZCZESNY,Arsenal,,,48.17,-8.87,26.22,-15.08,180
Arsenal v Manchester City,First Half,85.600,Pass,Mathieu FLAMINI,Arsenal,,,26.22,-15.08,31.19,-22.76,180
Arsenal v Manchester City,First Half,86.600,Touch,Per MERTESACKER,Arsenal,,,31.19,-22.76,30.00,-24.67,180
Arsenal v Manchester City,First Half,87.300,Touch,Per MERTESACKER,Arsenal,,,30.00,-24.67,29.85,-25.03,180
Arsenal v Manchester City,First Half,88.800,Pass,Per MERTESACKER,Arsenal,,,29.85,-25.03,26.02,-16.28,180
Arsenal v Manchester City,First Half,89.400,Touch,Mathieu FLAMINI,Arsenal,,,26.02,-16.28,26.12,-16.51,180
Arsenal v Manchester City,First Half,90.000,Pass,Mathieu FLAMINI,Arsenal,,,26.12,-16.51,49.61,-12.91,180
Arsenal v Manchester City,First Half,92.100,Touch,Wojciech SZCZESNY,Arsenal,,,49.61,-12.91,51.05,-12.58,180
Arsenal v Manchester City,First Half,94.200,Pass,Wojciech SZCZESNY,Arsenal,,,51.05,-12.58,4.33,-8.73,180
Arsenal v Manchester City,First Half,96.900,Header,FERNANDINHO,Manchester City,,,4.33,-8.73,23.27,-10.91,0
Arsenal v Manchester City,First Half,98.700,Touch,David SILVA,Manchester City,,,23.27,-10.91,22.56,-12.06,0
Arsenal v Manchester City,First Half,99.600,Touch,David SILVA,Manchester City,,,22.56,-12.06,23.81,-12.72,0
Arsenal v Manchester City,First Half,100.500,Touch,David SILVA,Manchester City,,,23.81,-12.72,25.03,-8.40,0
Arsenal v Manchester City,First Half,101.500,Touch,David SILVA,Manchester City,,,25.03,-8.40,26.27,-2.49,0
Arsenal v Manchester City,First Half,102.800,Touch,David SILVA,Manchester City,,,26.27,-2.49,27.95,6.65,0
Arsenal v Manchester City,First Half,104.200,Pass,David SILVA,Manchester City,,,27.95,6.65,31.66,27.09,0
Arsenal v Manchester City,First Half,105.600,Touch,Jesus NAVAS,Manchester City,,,31.66,27.09,32.03,27.24,0
Arsenal v Manchester City,First Half,106.200,Touch,Jesus NAVAS,Manchester City,,,32.03,27.24,32.72,28.19,0
Arsenal v Manchester City,First Half,106.800,Touch,Jesus NAVAS,Manchester City,,,32.72,28.19,34.02,29.06,0
Arsenal v Manchester City,First Half,108.500,Pass,Jesus NAVAS,Manchester City,,,34.02,29.06,23.19,21.67,0
Arsenal v Manchester City,First Half,109.800,Touch,David SILVA,Manchester City,,,23.19,21.67,22.55,21.48,0
Arsenal v Manchester City,First Half,110.400,Pass,David SILVA,Manchester City,,,22.55,21.48,14.51,11.55,0
Arsenal v Manchester City,First Half,111.400,Touch,FERNANDINHO,Manchester City,,,14.51,11.55,14.52,10.95,0
Arsenal v Manchester City,First Half,112.200,Touch,FERNANDINHO,Manchester City,,,14.52,10.95,14.93,9.86,0
Arsenal v Manchester City,First Half,112.900,Pass,FERNANDINHO,Manchester City,,,14.93,9.86,7.44,-26.95,0
Arsenal v Manchester City,First Half,115.300,Touch,Gael CLICHY,Manchester City,,,7.44,-26.95,9.69,-27.62,0
Arsenal v Manchester City,First Half,116.600,Pass,Gael CLICHY,Manchester City,,,9.69,-27.62,26.97,-15.12,0
Arsenal v Manchester City,First Half,117.600,Touch,Sergio AGUERO,Manchester City,,,26.97,-15.12,25.21,-17.35,0
Arsenal v Manchester City,First Half,118.200,Touch,Sergio AGUERO,Manchester City,,,25.21,-17.35,23.60,-22.94,0
Arsenal v Manchester City,First Half,119.400,Touch,Sergio AGUERO,Manchester City,,,23.60,-22.94,27.58,-29.86,0
Arsenal v Manchester City,First Half,121.100,Touch,Sergio AGUERO,Manchester City,,,27.58,-29.86,29.05,-31.51,0
Arsenal v Manchester City,First Half,121.700,Touch,Sergio AGUERO,Manchester City,,,29.05,-31.51,30.27,-32.33,0
Arsenal v Manchester City,First Half,122.700,Pass,Sergio AGUERO,Manchester City,,,30.27,-32.33,21.34,-32.67,0
Arsenal v Manchester City,First Half,124.500,Touch,Gael CLICHY,Manchester City,,,21.34,-32.67,18.96,-30.51,0
Arsenal v Manchester City,First Half,125.800,Pass,Gael CLICHY,Manchester City,,,18.96,-30.51,10.89,-25.48,0
Arsenal v Manchester City,First Half,126.500,Touch,Frank LAMPARD,Manchester City,,,10.89,-25.48,9.37,-25.13,0
Arsenal v Manchester City,First Half,127.700,Pass,Frank LAMPARD,Manchester City,,,9.37,-25.13,-8.41,-17.12,0
Arsenal v Manchester City,First Half,129.400,Touch,Martin DEMICHELIS,Manchester City,,,-8.41,-17.12,-10.02,-12.27,0
Arsenal v Manchester City,First Half,131.200,Touch,Martin DEMICHELIS,Manchester City,,,-10.02,-12.27,-9.09,-7.87,0
Arsenal v Manchester City,First Half,132.700,Touch,Martin DEMICHELIS,Manchester City,,,-9.09,-7.87,-4.87,-8.13,0
Arsenal v Manchester City,First Half,134.200,Touch,Martin DEMICHELIS,Manchester City,,,-4.87,-8.13,-2.99,-8.89,0
Arsenal v Manchester City,First Half,134.900,Pass,Martin DEMICHELIS,Manchester City,,,-2.99,-8.89,-1.19,-30.36,0
Arsenal v Manchester City,First Half,136.700,Touch,Gael CLICHY,Manchester City,,,-1.19,-30.36,-0.89,-29.73,0
Arsenal v Manchester City,First Half,137.500,Pass,Gael CLICHY,Manchester City,,,-0.89,-29.73,14.28,-32.87,0
Arsenal v Manchester City,First Half,138.700,Tackle,Sergio AGUERO,Manchester City,Mathieu DEBUCHY,Arsenal,14.28,-32.87,-8.00,-35.00,0
Arsenal v Manchester City,First Half,141.200,Ball Out Of Play,,,,,-8.00,-35.00,-1.73,-34.95,
Arsenal v Manchester City,First Half,142.800,Throw In,Gael CLICHY,Manchester City,,,-1.73,-34.95,10.48,-30.75,0
Arsenal v Manchester City,First Half,143.800,Touch,James MILNER,Manchester City,,,10.48,-30.75,9.99,-30.87,0
Arsenal v Manchester City,First Half,144.600,Touch,James MILNER,Manchester City,,,9.99,-30.87,9.99,-32.18,0
Arsenal v Manchester City,First Half,145.500,Pass,James MILNER,Manchester City,,,9.99,-32.18,11.25,-32.24,0
Arsenal v Manchester City,First Half,145.700,Block,Mathieu DEBUCHY,Arsenal,,,11.25,-32.24,7.00,-35.00,180
Arsenal v Manchester City,First Half,146.200,Ball Out Of Play,,,,,7.00,-35.00,12.39,-34.97,
Arsenal v Manchester City,First Half,152.000,Throw In,Gael CLICHY,Manchester City,,,12.39,-34.97,19.31,-25.28,0
Arsenal v Manchester City,First Half,152.800,Touch,Sergio AGUERO,Manchester City,,,19.31,-25.28,18.36,-25.22,0
Arsenal v Manchester City,First Half,154.100,Pass,Sergio AGUERO,Manchester City,,,18.36,-25.22,25.34,-27.31,0
Arsenal v Manchester City,First Half,155.400,Touch,Mathieu DEBUCHY,Arsenal,,,25.34,-27.31,26.60,-23.29,180
Arsenal v Manchester City,First Half,156.300,Touch,Mathieu DEBUCHY,Arsenal,,,26.60,-23.29,25.88,-21.11,180
Arsenal v Manchester City,First Half,156.800,Pass,Mathieu DEBUCHY,Arsenal,,,25.88,-21.11,31.31,-6.39,180
Arsenal v Manchester City,First Half,159.100,Pass,Mathieu FLAMINI,Arsenal,,,31.31,-6.39,34.91,8.40,180
Arsenal v Manchester City,First Half,160.700,Touch,Laurent KOSCIELNY,Arsenal,,,34.91,8.40,32.56,13.70,180
Arsenal v Manchester City,First Half,161.800,Pass,Laurent KOSCIELNY,Arsenal,,,32.56,13.70,23.84,29.34,180
Arsenal v Manchester City,First Half,163.100,Touch,Nacho MONREAL,Arsenal,,,23.84,29.34,22.71,31.60,180
Arsenal v Manchester City,First Half,163.900,Pass,Nacho MONREAL,Arsenal,,,22.71,31.60,8.78,17.04,180
Arsenal v Manchester City,First Half,165.300,Pass,FERNANDINHO,Manchester City,,,8.78,17.04,6.62,12.22,0
Arsenal v Manchester City,First Half,166.300,Touch,Aaron RAMSEY,Arsenal,,,6.62,12.22,8.85,11.99,180
Arsenal v Manchester City,First Half,167.100,Touch,Aaron RAMSEY,Arsenal,,,8.85,11.99,12.93,7.25,180
Arsenal v Manchester City,First Half,168.500,Pass,Aaron RAMSEY,Arsenal,,,12.93,7.25,6.46,-23.37,180
Arsenal v Manchester City,First Half,170.400,Touch,Mathieu DEBUCHY,Arsenal,,,6.46,-23.37,0.71,-24.53,180
Arsenal v Manchester City,First Half,171.500,Pass,Mathieu DEBUCHY,Arsenal,,,0.71,-24.53,-6.03,-31.04,180
Arsenal v Manchester City,First Half,172.200,Pass,Alexis SANCHEZ,Arsenal,,,-6.03,-31.04,-5.37,-26.67,180
Arsenal v Manchester City,First Half,172.900,Touch,James MILNER,Manchester City,,,-5.37,-26.67,-10.11,-28.54,0
Arsenal v Manchester City,First Half,173.800,Pass,James MILNER,Manchester City,,,-10.11,-28.54,-9.75,-32.74,0
Arsenal v Manchester City,First Half,174.500,Touch,Gael CLICHY,Manchester City,,,-9.75,-32.74,-10.00,-36.00,0
Arsenal v Manchester City,First Half,175.700,Ball Out Of Play,,,,,-10.00,-36.00,-12.10,-35.00,
Arsenal v Manchester City,First Half,211.700,Throw In,Mathieu DEBUCHY,Arsenal,,,-12.10,-35.00,-29.31,-30.14,180
Arsenal v Manchester City,First Half,213.500,Header,Gael CLICHY,Manchester City,,,-29.31,-30.14,-21.53,-24.28,0
Arsenal v Manchester City,First Half,215.200,Header,Frank LAMPARD,Manchester City,,,-21.53,-24.28,-15.01,-18.81,0
Arsenal v Manchester City,First Half,216.400,Pass,David SILVA,Manchester City,,,-15.01,-18.81,-21.80,-13.58,0
Arsenal v Manchester City,First Half,218.100,Pass,FERNANDINHO,Manchester City,,,-21.80,-13.58,-26.92,6.71,0
Arsenal v Manchester City,First Half,219.300,Touch,Pablo ZABALETA,Manchester City,,,-26.92,6.71,-23.62,13.83,0
Arsenal v Manchester City,First Half,220.800,Touch,Pablo ZABALETA,Manchester City,,,-23.62,13.83,-14.73,20.37,0
Arsenal v Manchester City,First Half,222.200,Pass,Pablo ZABALETA,Manchester City,,,-14.73,20.37,-0.60,18.81,0
Arsenal v Manchester City,First Half,223.100,Pass,Jesus NAVAS,Manchester City,,,-0.60,18.81,-2.74,25.48,0
Arsenal v Manchester City,First Half,223.900,Touch,Pablo ZABALETA,Manchester City,,,-2.74,25.48,-0.61,27.67,0
Arsenal v Manchester City,First Half,225.200,Pass,Pablo ZABALETA,Manchester City,,,-0.61,27.67,-7.76,14.41,0
Arsenal v Manchester City,First Half,226.500,Touch,FERNANDINHO,Manchester City,,,-7.76,14.41,-6.63,15.70,0
Arsenal v Manchester City,First Half,227.100,Touch,FERNANDINHO,Manchester City,,,-6.63,15.70,-4.07,15.47,0
Arsenal v Manchester City,First Half,228.300,Touch,FERNANDINHO,Manchester City,,,-4.07,15.47,-1.40,16.14,0
Arsenal v Manchester City,First Half,229.300,Tackle,FERNANDINHO,Manchester City,Aaron RAMSEY,Arsenal,-1.40,16.14,1.71,25.41,0
Arsenal v Manchester City,First Half,230.700,Pass,Mesut OEZIL,Arsenal,,,1.71,25.41,-1.95,17.90,180
Arsenal v Manchester City,First Half,231.600,Touch,Aaron RAMSEY,Arsenal,,,-1.95,17.90,-4.94,16.93,180
Arsenal v Manchester City,First Half,232.700,Pass,Aaron RAMSEY,Arsenal,,,-4.94,16.93,-8.44,6.40,180
Arsenal v Manchester City,First Half,233.500,Touch,Jack WILSHERE,Arsenal,,,-8.44,6.40,-15.51,6.55,180
Arsenal v Manchester City,First Half,234.600,Touch,Jack WILSHERE,Arsenal,,,-15.51,6.55,-24.91,1.46,180
Arsenal v Manchester City,First Half,236.700,Pass,Jack WILSHERE,Arsenal,,,-24.91,1.46,-32.99,-4.80,180
Arsenal v Manchester City,First Half,237.500,Touch,Gael CLICHY,Manchester City,,,-32.99,-4.80,-29.88,-5.04,0
Arsenal v Manchester City,First Half,238.400,Touch,Jack WILSHERE,Arsenal,,,-29.88,-5.04,-34.02,-5.47,180
Arsenal v Manchester City,First Half,239.400,Clearance,Martin DEMICHELIS,Manchester City,,,-34.02,-5.47,-30.00,-35.00,0
Arsenal v Manchester City,First Half,241.300,Ball Out Of Play,,,,,-30.00,-35.00,-31.15,-35.00,
Arsenal v Manchester City,First Half,248.500,Throw In,Mathieu DEBUCHY,Arsenal,,,-31.15,-35.00,-34.09,-19.93,180
Arsenal v Manchester City,First Half,249.900,Touch,Alexis SANCHEZ,Arsenal,,,-34.09,-19.93,-34.25,-23.81,180
Arsenal v Manchester City,First Half,251.000,Pass,Alexis SANCHEZ,Arsenal,,,-34.25,-23.81,-40.65,-32.45,180
Arsenal v Manchester City,First Half,252.700,Touch,Mathieu DEBUCHY,Arsenal,,,-40.65,-32.45,-43.06,-32.13,180
Arsenal v Manchester City,First Half,254.400,Pass,Mathieu DEBUCHY,Arsenal,,,-43.06,-32.13,-33.91,-27.32,180
Arsenal v Manchester City,First Half,255.500,Touch,Danny WELBECK,Arsenal,,,-33.91,-27.32,-33.27,-27.06,180
Arsenal v Manchester City,First Half,256.000,Touch,Danny WELBECK,Arsenal,,,-33.27,-27.06,-30.71,-24.95,180
Arsenal v Manchester City,First Half,256.900,Pass,Danny WELBECK,Arsenal,,,-30.71,-24.95,-18.98,-20.32,180
Arsenal v Manchester City,First Half,258.100,Pass,Mathieu FLAMINI,Arsenal,,,-18.98,-20.32,-21.11,-9.96,180
Arsenal v Manchester City,First Half,259.000,Touch,Aaron RAMSEY,Arsenal,,,-21.11,-9.96,-20.55,-10.14,180
Arsenal v Manchester City,First Half,260.300,Touch,Aaron RAMSEY,Arsenal,,,-20.55,-10.14,-23.15,-11.64,180
Arsenal v Manchester City,First Half,261.400,Tackle,Aaron RAMSEY,Arsenal,David SILVA,Manchester City,-23.15,-11.64,-26.47,-10.63,180
Arsenal v Manchester City,First Half,261.800,Touch,Frank LAMPARD,Manchester City,,,-26.47,-10.63,-27.28,-16.07,0
Arsenal v Manchester City,First Half,263.100,Pass,Frank LAMPARD,Manchester City,,,-27.28,-16.07,-31.24,-23.73,0
Arsenal v Manchester City,First Half,264.500,Touch,Alexis SANCHEZ,Arsenal,,,-31.24,-23.73,-32.22,-24.07,180
Arsenal v Manchester City,First Half,265.300,Touch,Alexis SANCHEZ,Arsenal,,,-32.22,-24.07,-34.21,-23.45,180
Arsenal v Manchester City,First Half,266.100,Touch,Alexis SANCHEZ,Arsenal,,,-34.21,-23.45,-36.95,-24.19,180
Arsenal v Manchester City,First Half,267.000,Touch,Alexis SANCHEZ,Arsenal,,,-36.95,-24.19,-38.02,-24.47,180
Arsenal v Manchester City,First Half,269.600,Pass,Alexis SANCHEZ,Arsenal,,,-38.02,-24.47,-36.96,-17.31,180
Arsenal v Manchester City,First Half,270.200,Pass,Aaron RAMSEY,Arsenal,,,-36.96,-17.31,-42.83,-19.64,180
Arsenal v Manchester City,First Half,270.700,Touch,James MILNER,Manchester City,,,-42.83,-19.64,-42.50,-19.40,0
Arsenal v Manchester City,First Half,272.000,Pass,Alexis SANCHEZ,Arsenal,,,-42.50,-19.40,-36.81,-21.70,180
Arsenal v Manchester City,First Half,272.800,Touch,Aaron RAMSEY,Arsenal,,,-36.81,-21.70,-38.03,-21.95,180
Arsenal v Manchester City,First Half,273.600,Touch,Aaron RAMSEY,Arsenal,,,-38.03,-21.95,-39.03,-22.03,180
Arsenal v Manchester City,First Half,274.000,Touch,Aaron RAMSEY,Arsenal,,,-39.03,-22.03,-44.52,-22.54,180
Arsenal v Manchester City,First Half,275.100,Pass,Aaron RAMSEY,Arsenal,,,-44.52,-22.54,-39.28,-26.60,180
Arsenal v Manchester City,First Half,276.900,Cross,Mathieu DEBUCHY,Arsenal,,,-39.28,-26.60,-37.42,23.31,180
Arsenal v Manchester City,First Half,281.800,Pass,Jesus NAVAS,Manchester City,,,-37.42,23.31,-17.19,28.03,0
Arsenal v Manchester City,First Half,283.200,Tackle,Sergio AGUERO,Manchester City,Laurent KOSCIELNY,Arsenal,-17.19,28.03,-14.00,36.00,0
Arsenal v Manchester City,First Half,283.800,Ball Out Of Play,,,,,-14.00,36.00,-17.01,34.96,
Arsenal v Manchester City,First Half,294.300,Throw In,Pablo ZABALETA,Manchester City,,,-17.01,34.96,-3.38,25.28,0
Arsenal v Manchester City,First Half,295.400,Touch,Jesus NAVAS,Manchester City,,,-3.38,25.28,-2.57,27.05,0
Arsenal v Manchester City,First Half,296.500,Pass,Jesus NAVAS,Manchester City,,,-2.57,27.05,1.33,21.98,0
Arsenal v Manchester City,First Half,297.300,Touch,Sergio AGUERO,Manchester City,,,1.33,21.98,-0.15,20.07,0
Arsenal v Manchester City,First Half,298.000,Touch,Sergio AGUERO,Manchester City,,,-0.15,20.07,-0.89,17.18,0
Arsenal v Manchester City,First Half,298.700,Pass,Sergio AGUERO,Manchester City,,,-0.89,17.18,4.99,-19.01,0
Arsenal v Manchester City,First Half,301.500,Touch,James MILNER,Manchester City,,,4.99,-19.01,8.84,-22.64,0
Arsenal v Manchester City,First Half,302.300,Touch,James MILNER,Manchester City,,,8.84,-22.64,16.76,-29.54,0
Arsenal v Manchester City,First Half,303.900,Touch,James MILNER,Manchester City,,,16.76,-29.54,31.22,-32.24,0
Arsenal v Manchester City,First Half,306.100,Touch,James MILNER,Manchester City,,,31.22,-32.24,35.60,-30.22,0
Arsenal v Manchester City,First Half,306.900,Touch,James MILNER,Manchester City,,,35.60,-30.22,36.54,-28.17,0
